		sentence_1	sentence_2	marker
0	158244	They returned to their places .	Wondered what exactly had just taken place .	and
0	7600	His outstretched hand twisted .	Appeared to scoop a piece of darkness from the shadows of the square .	and
2	33079	Suddenly , she saw his lips move a huge clap of thunder drowned out the words .	Saw the demand for information in his eyes .	but
4	53248	I 'm just picturing the poor man 's face .	He got a hint of rachel 's temper .	when
2	39215	She was afraid to say what she really thought - listen , i love you .	Did it ever occur to you that your role in this was only to see that i returned , that i remained , and that i have a child to inherit the legacy .	but
4	99915	She was close , nearly pressed against him .	He returned from his thoughts .	when
2	86871	You may not believe it .	We helped each other .	but
2	51931	Kanin is our sire , and . '' .	We 're the only ones i know of who have a chance of finding him .	but
4	13202	Then , the manager at the time said it wasnt funny .	I laughed at them .	when
0	108651	She and i have identical hooves .	Just earned enough points to apply for her own set by celestia last year .	and
2	54809	Julie missed the exchange .	Ted saw it and so did carl .	but
4	88911	What happened in afghanistan behind me .	I got out of the marines .	when
0	118111	I could reach across time and space .	Punch roland in the face .	and
3	160422	We could be at war much sooner than anticipated .	They find out that the terrans have violated the taisa accord .	if
4	38271	The air was frigid .	I opened the car door .	when
0	159560	As if reluctant to cause damage to the envelope , calvin broke the seal .	Pulled out the pages .	and
2	156223	The result was chaos .	I was able to accomplish what i set out to do .	but
3	136566	I would appreciate it .	You could have it on for the return journey .	if
4	152088	I grabbed my shirt and headed for the door .	I started hearing shane 's groans .	when
0	89577	The problem was with me .	How my mind kept roaming back to derek .	and
2	52642	Thought i had left it behind in the states right next to my fear , like it had been a dusty piece of century-old electronics mummified on a shelf in some museum .	It followed me across the pacific , ghosting me like a nightmare program crawling along on a fiber optic cable that didnt want to let me go .	but
4	121918	She began to feel relaxed .	She 'd finished half her beer .	when
0	83416	His arms curved around me .	Looked up at him .	and
2	127986	He pulled his moms car over .	Kept the engine running .	but
0	37218	He shook his head .	Gave a reassuring smile .	and
1	74041	It 's worth killing an animal .	You prefer your belt made of animal skin instead of something man-made .	because
0	114694	That was the longest logs he could get on the wagon .	The horses could only pull ten at a time for the three miles he had to carry them overland from the lost pines .	and
4	6013	For all the wisecracks that came from that big mouth of his , he knew .	To keep it shut .	when
0	45099	She folded the stiff parchment .	She set the letter beneath a leather book on the table , much smaller than the volumes left at the house .	and
2	62614	None of the other vampires looked eager to follow that order .	They all turned to face nikolas , preparing to rush him all at .	but
1	132241	Where i was going .	I had no place to go .	because
2	26093	The first carriage had just arrived .	Was too large to fit through the gate .	but
2	53060	Yes , he thought , khalid murat would surely have handled the situation differently , and this was why .	Khalid murat was dead and he , hasan arsenov , the architect of murat 's demise , was alive and in charge .	but
1	83272	'' axel said between sips .	All of a sudden , for no reason , he 's decided to track me down .	because
4	77703	I thought i was in for a wallop .	You saw i poked a hole in the bag .	when
1	89219	Hiding her movements under the table lest her mom throw out her phone .	She was fanatical about table manners-lord .	because
0	130888	The meeting with the council of superiors had gone on into evening .	Since he wasnt hungryit occurred to him now that he might have scared away the individual charged with bringing him his mealit was either cry himself to sleep thinking about renmyr or find something to distract him at least a little .	and
1	27160	That must not have been enough to give her a good look .	She shifted , and rose up on her knees next to me .	because
0	2849	So every day he rose before father sun and led seebtok and atlatla into the jungle .	Prepared his spear and his knife .	and
2	133507	I never get motion sick .	I do get nauseous when im nervousor afraid .	but
2	59678	Josh would be a comfort .	He is a little annoying .	but
0	43306	She entered the slums .	Crept along , careful to keep her head bowed .	and
4	117839	She reluctantly stood , and he bowed first to her , then to the curtain .	The candle reached the half hour mark .	when
2	112207	When she goes into labor , you will follow her to the hospital .	You are not to confront her under any circumstances .	but
1	125611	The cellular circuits are jammed .	Everyone is on their cell phone in this area , trying to check on their loved ones .	because
3	25526	Then you are disrespectful .	You dont agree with someone older than you .	if
3	82024	And he had been with her since hed turned seventeen , he had had sex with four different girls in only two years .	He was fifteen the first time .	if
0	26540	Absorbing the fall on bent knees .	Rolling to a stop .	and
0	157978	Holding stacks of napkins .	Carrying pitchers of water , lemonade , and sweet iced tea .	and
0	152961	She reached up behind her to unclasp the bra , then after a few seconds of maneuvering dropped it on the counter .	Pulled it out one of her sleeves .	and
1	116600	It was a marvel to her .	Clint 's own arm was a mass of torn shirt fabric and dripping blood .	because
0	124583	A pair of scuffed boots appeared in front of me .	Sam scooted a chair over and sat down directly in front of me , blocking me from view .	and
2	21402	I 'm in such a great mood .	Shay 's text had been a bit of a wet blanket .	but
2	91199	Used to be able to do it myself when the life-light was strong .	Now it is a skill that escapes me .	but
3	38023	I will find out where we may go to find safety .	You will wait here for a few minutes .	if
2	74223	They want a quick cuddle between sets .	It usually leaves the little one crying .	but
2	4153	Duke had more than earned a lashing .	His son did not deserve to see any of that .	but
3	119795	We knew we had him for certain .	He struck tonight in caracas or its environs .	if
0	55008	Shannon and i ate in silence .	As we finished , he straightened in his chair .	and
0	112668	Dad stared at him for a few long seconds .	Then his face broke out into a smile .	and
2	4921	Azalea could tell that her nails were pierced into his skin .	He was still as emotionless as .	but
0	1271	Spade let out a low hiss .	Someone muttered something that sounded like a prayer .	and
2	148083	If not kept in check , life tended to get out of control .	Properly tended , it thrived and bloomed .	but
2	18104	All the other girls left cynthia heres been a little godsend ; does the work of two others , doesnt mind staying over .	Claimed they were being worked to .	but
0	148519	The sun had gone .	There was a slight chill in the air .	and
0	55045	Keep whinging . '' .	I 'll make you wait until i 'm done before you have her .	and
2	72166	I almost said to him .	I was too busy potting balls , before sending the black into the bottom right corner pocket .	but
4	85952	Who lost twenty iq points .	A charming guy smiled .	when
4	129561	Major ferguson turned back to speak with general cornwallis .	The tent was empty .	when
4	59902	The high demons had spared no expense and it was beautiful .	The palace was built .	when
2	7976	They seemed more shocked than frightened .	Where i knew we could take them in a fight , they didnt seem so sure .	but
0	30039	He , d bought a hot sandwich and soda on the way home .	He devoured these impatiently , googling `` werewolves , '' `` werewolf legends , '' `` werewolf movies , '' and a host of other such subjects with his right hand .	and
0	148525	`` you could get your name in a lot of history books , narasan , '' padan said then , `` . '' .	You 'd probably send the church of amar up in flames if it became known that you 'd enlisted a woman to serve in your army .	and
0	83507	But she was made of stern stuff .	She cried in the night , by daylight she was resolute to live life as if it still had some promise to it .	and
0	148987	They had just started to spar when della shot out of her bedroom , eyes aglow .	Looked at kylie holding up the sword .	and
2	147515	If hed looked up at that moment , he might have seen several self-satisfied smiles from faces among the assembly .	He was busy keeping his drink from being jostled and not aware of the speculative glances .	but
4	15635	Mercandetti was polite but unengaged .	He learned of ben 's immediate concerns .	when
0	139084	I had to find the baby before henry found me .	I had to find henry before it was too late .	and
0	19026	The bracelet immediately began radiating a soft golden luminescence .	She felt herself connecting with garys subconscious .	and
2	157192	Had leveled them to the west .	Was a forty-foot thicket that could have been growing there since the dawn of time .	but
4	102695	On the morrow , we shall look upon each other .	The sun is new .	when
2	30605	With a regretful moan in my throat , i stepped towards the dumpster .	Stopped as my foot kicked something metallic into my line of sight .	but
2	74162	Some of the buildings were tall , mimicking the other buildings currently surrounding them .	Most were small , being only large enough to accommodate a small family or group .	but
0	13005	She lifted an arm , gasping , halting the blade a scant inch from her throat .	Blocked the marat 's forearm with her own .	and
0	6178	Even though we left early , it still took us forty minutes to drive to school .	There was already an egregiously long line of luxury cars waiting to pull into the entrance .	and
3	104766	It was difficult to see them .	You didnt know they were there .	if
4	123246	Want to take his hand and hold it .	She did reach to touch him .	when
1	99466	He had managed to get into holm 's machine ; any time of the day or night he could go in and access whatever he was working on .	It had an open line to his desk at work .	because
2	16965	He had tried to warn jon .	Al-hassan had sent maddux after jon in washington before jon even had a chance to think about running .	but
2	156038	My jaw drops open .	I should have expected this .	but
4	101809	Killed at the battle of shrewsbury .	He lifted his visor to get some fresh air and was hit in the mouth by an arrow .	when
3	75929	We could share custody .	I decided to take that route .	if
0	18304	Today the hunters are gathering .	The bison are falling prey to the hunger of their spears .	and
4	118262	No one could fault her devotion to her .	It came to watching our basketball games all these years with dad .	when
0	18264	Both were saddled ome had three more , all loaded with large wicker baskets that were overflowing with market goods .	She wasnt sure , but .	and
4	139545	Sigzil made an excuse about being tired .	Moash asked him what was wrong .	when
0	120060	He followed wyzer to the rear of the pharmacy .	Stood in the doorway of an office not much bigger than a public-toilet cubicle while wyzer sat on the only piece of furniture-a high stool that would have looked at home in ebenezer scrooge 's counting-house and phoned the office of james roy heng , acupuncturist .	and
0	82206	I held the crone 's hand .	Felt safe , completely and utterly safe , as if nothing could ever disturb this sense of quiet peace .	and
0	10043	As for facing all of the lies and deceptions cursed-king had orchestrated around me during his quest for the artifact , there were simply too many to count .	It was now a moot point .	and
0	133721	She ducked under his arm , but she could hear the thud of his footsteps as he followed her and she knew .	Raced down the tunnel .	and
4	67548	He 'd crossed the room to her on shaky legs , pulling her into his arms and taking a moment to absorb the feel of her soft body against his .	He stormed into the house and saw ava looking unharmed next to brant and emma .	when
4	121415	He cleared his throat and looked at the doctor .	He saw a bottle of anti-bacterial lotion in johns hand .	when
2	47991	Joshua tried a philips-head screwdriver .	The flat-head managed to turn each rusty , cold hinge , nine all together on one side .	but
0	69756	She was now held by four afterlights .	Put into handcuffs that had come to the vortex from one blast zone or another .	and
1	107681	That often lay at half-mast .	Pleasure had taken him over .	because
4	11893	They rushed in and , as one detective hit the lobby button , the other held up his hand to markman and said , weve got this .	The doors of the second elevator finally opened .	when
2	139351	Hoping for the relief of sleep still none came .	He turned over and tried to close his eyes again , and he began to wonder if he would ever sleep again or if worry and strife would follow him for the rest of his life .	but
3	6383	It felt , as if she would never again know joy or happiness or anything good .	Her beating heart had been ripped from her chest .	if
0	25788	He turned his head to the side .	Felt an ache in his neck .	and
4	154212	After canvassing members opinions members would be discreetly advised when entering , that someone was being polled as a prospective member that night .	A vote was to take place .	when
1	22276	We might sacrifice a few .	We are stupid and hardwired for group survival .	because
1	108695	The video of liz smacking him in the manager 's office had spread like the flu should .	It meant that the greatest fighter ever still respected his mother like a good mongol .	because
2	123635	No part of him was touching me .	I felt his gaze as a caress .	but
0	57896	He was disgusting had .	Made her feel dirtier than several days in the desert without a shower .	and
0	11315	He knew a little about damnation himself .	He had an idea that the lessons , far from being done , were just beginning .	and
4	142853	A lightness tingled through her body .	She was done with the whole story .	when
3	83306	Kefa spoke up bring them with you .	You have to go more than a mile or two from your children .	if
3	155642	She asked me . '' .	She could design the interior of the new hotels .	if
2	85177	I 'm trying not to be nervous .	The way he 's talking makes me shake a little .	but
0	13493	So i dug out a bottle of pain reliever .	Swallowed a couple tablets with tap water .	and
0	116879	It was a simple thing to remove the shelves .	They soon found themselves at the southwest end of the south hallway , right before the master bedroom door .	and
4	95401	She 'd come home in tears .	The guy 's fiancee interrupted their dinner .	when
0	41176	This far north , it was cold even in summer ; the biochip on his canteen reported nothing more alarming than trace arsenic .	The water was chill and clear .	and
0	76990	She pressed the woman down into the dubious shelter between two crates , pressed them over the woman 's mouth .	Then lifted odiana 's own hands .	and
0	40497	They returned the gesture ( all but valentine .	Moved through the door .	and
3	14834	It could threaten them .	I put it together with other facts .	if
3	93441	Conor knew that devin would wish for a simpler , more durable coat .	Caught in a storm .	if
4	90654	Jim put it around her waist .	They lowered the harness .	when
3	95272	But , that 's what they would look like .	He was to have some .	if
3	28249	Chances were he 'd go to prison and never see emma .	He went after vince , if he had to take matters into his own hands .	if
3	54362	I see someone else i would like to speak with .	You 'll excuse me .	if
4	1320	Them full they could hold if there was food to be had .	We were going to be doing any long flying .	when
0	109179	The bars are set into the wall on both sides .	Each bar is locked in place .	and
4	15633	She did not look at me .	She did at last respond .	when
1	135869	There was no other way .	If aiden knew , he would stop it , and then the world would go to crap .	because
0	120153	She picked up the chair .	Brought it around the desk .	and
0	108912	A moment later , he grunted as if someone had punched him in the belly . '' .	Said , `` time to place our bets .	and
2	155358	It 's a dick move .	I 'm hoping he brushes it off to me getting in the zone .	but
0	85843	He 's extremely intelligent .	He 's an excellent teacher .	and
3	51152	`` so he still might not find her ? '' .	Even hafer could move heaven and earth .	if
4	67915	He seemed distracted , his words disjointed .	Peter spoke after a moment .	when
0	160528	A sad smile came across her lips .	She lowered her hand into the water , just brushing the surface .	and
2	136345	I manage to whisper .	I 'm not as good at this as he is .	but
2	134598	Ask for that much coming .	Dared to hope for blue sky .	but
4	32209	To see the light of day .	I felt garrett moving on top of me .	when
0	51905	Gently she pried the window with her knife where the paint had sealed it shut .	Followed it with oil .	and
0	137372	There was a faint but desperate squeaking sound .	Then the little grille over the plughole was pushed aside and a rat plunged out .	and
1	60336	I smiled warmly at him .	I really meant it .	because
4	62816	It felt like a furnace .	He opened the door .	when
2	38195	Nick told me , kylee and cutty told us everything i wasnt sure what he meant .	I knew it wasnt gon na be good .	but
3	128081	I know it 'll come .	I let you drive .	if
4	127960	My fingers have already tapped out an excuse .	I think better of it .	when
0	770	There was a doorman scanning ids through a computer .	Verifying they were on the guest list .	and
2	118171	They know that these fights are taking a toll on him .	They could never guess what the price of this next match will be .	but
0	153970	She turned right instead of left , in the direction of her stupid hand .	Walked down the hill .	and
1	104962	This thought sent a shiver through me .	Their behavior had become eerily similar to ours .	because
4	88800	The same had happened , he realized .	He was a boy and the bloody black flesh had been placed upon his naked body .	when
2	107585	Miller 's expression was still friendly .	There was a dread in it .	but
0	11567	Captain luccio , however , had been in a lot more scrapes than that .	Was faster and better than me .	and
0	81904	He could hold his own in a brawl , he thought nervously , as they traversed yet another square , this one with a sluggish fountain in it .	Then came to a quarter of the city that was even more rundown than the last .	and
2	28334	Our genes might control the possibilities .	Epigenetics determines our destiny .	but
2	12458	`` you know , you can throw the biggest party in the world , '' professes tony as he continues down the road .	Nothing brings people together quite like death .	but
4	88549	But , she turns and runs away , disappearing into one of the dark gothic passages .	He gets close enough for her to see his face .	when
2	48202	He would then be empty-hearted as well as empty-handed , alarmed him .	He ignored the warning and tightened his hold , nodding for shane to proceed .	but
3	135016	It was his business .	York wanted to get all upset about a little sleep .	if
1	148847	Did you really kiss me a few minutes ago ? '' .	You were driven into a paroxysm of violent passion by the close confines and threat of incredible danger that we face .	because
2	115985	You have your business interests to occupy your daylight hours .	Your private hours are mine .	but
0	11274	To take the prince around the camp .	Introduce him to some of what he called the lads .	and
3	103141	To keep most mothers happy .	Even the boys complained about the quantities of cabbage and greens they were forced to eat .	if
2	97533	Lauren , i know this is a little late .	Will you marry me .	but
3	134307	That is . '' .	You 're truly interested , and not just jesting .	if
1	14376	His hair was gray and silver , and it was cut too long in the back and mr. stockton liked making people uncomfortable .	It made people uncomfortable that his hair was .	because
0	75464	He 'd tried to reach thomas 's mind .	He 'd made contact , right before a guard had blasted a bullet into the guy 's head .	and
2	49250	They promised first-class transport .	Sent him a ticket for substeerage .	but
0	159338	To return home with it .	Persuade the priest to seek a new place to hide it .	and
4	107288	I hear a lot .	We go to bed at night .	when
4	68989	It swaying around my shoulders .	You are thrusting deep inside of me .	when
0	90574	Clary looked up in surprise .	Saw him staring blankly at the tv .	and
3	113875	He 'll keep her close . '' .	He thinks she 's a target .	if
2	79898	The door looked like all the others .	To her , it seethed with power .	but
0	144175	David stripped off underwear turned back to the glass .	Dropped them on the pile .	and
2	41685	He started to say something .	Then closed his mouth .	but
4	88644	But , summer has walked right by me multiple times throughout the night without saying a word .	I think about it .	when
4	78973	Dredging up the past .	They 'd all moved on .	when
2	110022	Kori also realized this .	She didnt say anything .	but
0	57110	It tugged , gently , on the chain , pulling it out from under door 's layers of silk and cotton and lace , revealing the silver key .	Then it ran its fingers over the key , as if it were exploring her secret places .	and
0	109593	Talmanes hesitated , took a long swallow .	Then took the flask .	and
0	12569	Sabelle opened her eyes .	Turned her head to meet his stare .	and
3	138330	You tell me . ' .	I 'm interested or .	if
0	67970	She locked the door .	Made her way over to the renovated stable/apartment .	and
4	60541	So wagons had room to park .	They brought straw in or night soil .	when
2	131722	Admittedly clive was a little forlorn from time to time .	Everything else around the apartment was great .	but
2	131628	She could go ahead and .	Leave because i got you from here on .	but
1	78389	So i have no option than going by my self .	I knew ill be late if i dont go within 15 minutes or .	because
3	105476	Forty should be the new seventeen-which at least would expand my dating options . '' .	We 're really going to start messing around with the aging process .	if
3	16688	That was all she got .	The past few tumultuous minutes counted as foreplay .	if
0	129136	Turn back . '' .	Return to where you came from .	and
3	133975	He might soon be a father .	Even it was a little early .	if
0	122201	He stretched out on one of the cots he shut his eyes .	Smoothed out his beard .	and
0	114692	The collision knocked him off his feet .	He landed on his arse in the mud .	and
0	56761	Her black hair was shorn .	Her pink lacey dress was in tatters .	and
2	119323	He 'd arrived empty handed , and i guess it was something more than nothing .	I 'm not sure what i expected .	but
4	20047	Is forcibly removed , its function is not wholly taken over by any other .	A dominant class , however badly it has performed its function .	when
4	140680	`` but a day may well come . '' .	I have to bite you to inoculate you against vampirism .	when
2	125876	It 's a childish tactic .	It buys me some time as march shakes his head , glares at me , and throws a sloppy roundhouse .	but
0	97655	Him go , by force of will , on the still intact right leg .	Rolled back to standing .	and
2	59072	She needed to eat .	Nothing appealed and the thought of having to prepare anything was more than she could deal with at the moment .	but
0	75857	The young shepherd 's heart was now beating .	He felt awash in a cloud of uncertainty .	and
3	117093	Who is there left in asturia to read calendars with such interest ? ' .	Garteon 's army is truly on board those ships .	if
4	13635	My older brother was shot .	I was a kid .	when
0	65028	That would forever destroy camilla claremont .	Bring ingrid maslen into being .	and
3	122217	He only sees me .	Something untoward should happen .	if
2	28183	Leslie opened her mouth to protest .	I shook my head .	but
0	26619	They snuck past his defenses .	Wrapped around his every cel .	and
0	124292	He had ignored simple tactics .	Revealed his suspicions to gray .	and
1	142070	And he said it .	He felt it deep in his marrow , a need to say it , as much for lauren as for himself .	because
0	90146	I suppressed my twitches as best i could .	Told myself that they thought they were helping .	and
2	45961	The first man had a not-so-handsome face that was crisscrossed with thin scars .	She hardly noticed past his laser blue eyes .	but
1	12903	I love you . '' .	You 're the only person i want to make love to without any conditions and-and i love that you need me .	because
1	142048	Just drag me off .	You feel like it .	because
2	21335	I 'd known she 'd see the transaction .	She 'd never questioned me about my outlandish splurging .	but
0	43414	As they went along , they came across seven more of the two-bier rooms .	Collected another seventy two silver pieces and six small gems .	and
2	20642	They sent a mission to the crater .	Found nothing but rumours and sand .	but
0	68883	Barrie squatted beside her .	Lifted the leg of her jeans so he could examine the wound .	and
0	7052	Rafe gazed deep into my eyes .	I saw forever waiting for me there .	and
0	71496	I was too cold too weak to obey .	I had no reason to , and in fact the little voice inside me was still urging me to run , fast , but .	and
0	76152	Caden was immediately behind her .	Gripped her in a headlock to restrain her .	and
0	34260	First off , my condolences , nate offered empathetically , the men have all heard .	They asked me to say how sad we all are for your loss .	and
3	18885	She could take it up with me , instead of using haley as a surrogate .	She had a problem with me .	if
2	109254	John died on march 21 , 1756 .	You know that how do you know that , t .	but
4	9648	And once , not that long ago she 'd gotten up in the middle of the night to use the bathroom and noticed that aria 's mom was sleeping in the guest room .	Ali had slept over at aria 's .	when
2	123235	The heated interior was welcome after the freeze of the ice island 's heart .	It was still a damp warmth , bordering on the sweltering .	but
2	96274	It comes out garbled .	He seems to understand .	but
0	134102	Her parents despised the crowds and general vulgarity .	They avoided atlantic city as if they were making a political statement .	and
2	143992	Jed had warned chelsea that joshua would probably do something like that .	She still thought it was funny to see as she chuckled at the sight of him and mister .	but
4	133496	Why would anyone follow a dark entity ? '' .	They can follow the light .	when
2	99450	I know it was frightening .	Even you said you are not hurt .	but
4	58393	She and the others had shared a sliver of their lives .	Hope had been weaker than a candle 's flame .	when
1	5684	This situation will , most likely , be repeated again and .	Rational intelligent people are bound by the expectations of society and are unable to correct the fools behavior through reason and discourse .	because
0	55658	Nora was totally into scott .	Seeing the way scott responded to nora .	and
3	135549	Go pack your clothes and leave .	You dont wish to comply .	if
0	73056	The master wants information . ' .	Two of us can get it faster than one .	and
2	101819	She tried to expand the photograph , she tried to inspect the color of his eyes .	There were no more details to be discerned .	but
2	147440	Today 's airplanes were fast and safer .	Vampire transportation was faster .	but
4	132441	She moved past that kiss and on to the strained conversation that had followed .	She tired of torturing herself .	when
3	40409	The one doing the saving .	We get in trouble .	if
2	47750	Joanna and monksford were a pair of smiling fools , morgan thought .	Their happiness was near irresistible .	but
0	146192	He closed the door for a moment .	Then opened it again with his breath smelling like mint .	and
3	143644	A woman had wanted jason corwin the man , not the athlete .	It had just been .	if
0	6841	His eyes glittered in the darkness .	Swept over her figure with far more interest than was healthy for his continued well-being .	and
4	560	That appeared not long .	Another reference to nar came into contact with it .	when
2	53613	For now she was powerless to do anything .	Let him clasp her to him .	but
3	53764	He would have consummated the wedding last night - and with lady helen 's blessing .	It had not been for her rude scent intruding on them .	if
2	78283	There was someone in bills back seat .	He didnt notice as he got in his car .	but
2	35849	He kicked with his free foot to no avail .	Tried to slow the metaspide down by clawing at the ground .	but
3	59842	Edward doesnt know her or remember her .	Even it ended her curse .	if
3	76576	I wondered , but in eight more seconds i was going to find out for sure .	All this casual flirtation on aiden 's part was pissing ryan .	if
3	5057	I mean she 'd come storming out , screaming that we were ruining the grass .	We ever walked across it on our way to the school bus .	if
4	109399	How she glared at me .	I started talking about her family .	when
3	15755	To fit onto jeverres .	We made the basket .	if
0	139365	She ran her free hand through her hair .	Forced herself to laugh .	and
4	121330	Her spirit seems lifted .	She finally comes out .	when
2	89945	I had never known it until .	She told me how to defeat the immortals .	but
2	134925	I 'm heading out of town for a few days . '' .	I 'll see you .	but
2	10353	Four days skylar last seen ryder it felt like .	To spend the day with her mother and .	but
3	19788	They 'd be shipped .	Things got out of hand .	if
0	25237	He was a gentle soul .	He 'd never deserved anything that he 'd endured .	and
2	156014	`` no one wanted to hurt hanson .	They stuck a knife in his back .	but
4	50853	It was just the usual spotless like it had been slept in a day or two ago and was cleaned up after .	I was inside his house .	when
2	9391	He wanted to talk about it .	At the same time he was self-conscious .	but
3	158470	Wondering , pretty one .	Youve heard anything about a stolen bride in the quarter of stalls .	if
3	96977	Take them , too . '' .	You can persuade others to evacuate .	if
0	143679	Maybe he is dead .	This is his spirit visiting me .	and
4	123636	And some big argumentand got estranged .	Cher vil was , like , our age , they had .	when
2	20423	I 've had this bottle of wine for quite a while now . '' .	Since i never have anyone to drink it with , i 've kept it in the cupboard .	but
1	130575	I bought this satchel .	Garrett has one just like it .	because
4	72898	It was at the moment .	She felt most in control that she heard the unmistakable sound of footsteps in the hallway .	when
4	3629	It easy the girl to forget the type of man she was dealing with .	He was dealing with her .	when
2	129716	Finn was standing by the window .	I couldnt tell if he was amused or worried .	but
4	105212	Wear tuxedoes and use silverware .	They feast on our blood .	when
3	1634	Then she 'd freak if she saw it in the tabloids .	The paparazzi showed up and got a picture of us .	if
4	101909	Sometimes you manipulate your magic in a different way by mistake .	You dont have adequate control over your emotions .	when
0	47795	She finished unpacking her personal belongings .	Joined hash in the supply tent , where he was busy arranging the supplies .	and
2	32099	A man told the sheriff he saw me walk by his house with the girl on our way to the woods .	He said i lied about walking the girl home .	but
2	36525	The cattlemen 's is still standing-more or less-and so is the two sisters on the east side .	The mercantile will soon join the owl ( formerly the hobart place ) as so much ash in the wind .	but
2	92479	This was all just a sham-that woman had probably put on a fake set of iron teeth and sheer yellow stockings , and .	Called herself baba yellowlegs to make carnival patrons hand over good coin .	but
0	142360	Beth was in her room .	Placed the plastic card in the slot in the wall .	and
3	18019	The world would be a simpler and safer place . '' .	We all spoke our true thoughts .	if
0	73669	Clara took a deep breath .	Threw the cleaver at him .	and
4	90653	She 'd alienated them right before making the biggest mistake of her life by marrying skip .	She was a teenager .	when
4	96490	She would have been furious .	Nettle found her dog .	when
0	86407	So if one wanted , they could go .	Save someone before they die .	and
2	61702	Quickly drawing comparisons , udgd has realized that not only is there not a single sound in this part of the swamp .	It is also far darker , and reeks of decomposing flesh .	but
3	81073	To my replacement i am dead .	You are reading this .	if
2	89677	Aiden is irritated that sylas is with us .	There 's nothing he can do about it .	but
2	154418	We lay there , not for more sex .	To catch our breaths , and let our bodies be able to move .	but
4	50873	They will see us .	They come to the bridge .	when
0	50058	To wake up one morning .	Go for a trip to london .	and
2	10175	Called out for the young gentlemen .	There was only silence .	but
0	33460	She shook her head again . '' .	Admitted , `` it 's just the tip of the iceberg .	and
2	71667	Windows are notoriously easy to break .	I wondered how well a glass wall would hold up .	but
2	24797	Behind all was brilliant with sunshine .	Before us the face of mars gradually disappeared in the deepening gloom .	but
4	149119	He cursed under his breath .	His body reacted to the image in his mind .	when
0	44341	Jin threw his jacket on the floor , kicking off his shoes .	Fell back on his bed .	and
4	32707	He only cooperates with other lawyers .	He can be lead counsel .	when
1	88439	It involves a helicopter or a tank .	Otherwise we 're going in an unmarked grave .	because
0	84890	When sora tried to haul me to my feet , she made a critical error , because there was only one thing stronger than my tie to the pack that was the drive to be safe .	My pack-sense went into overload , but .	and
0	114700	I might as well go .	Act casual until someone kicks me out .	and
4	67975	I always say that the uncertainty and mental dimness that followed my prophetic moment were worse than the actual moment .	I tell this story to survivors .	when
0	132293	Who 's a noble liar ? '' .	Who 's the would-be savior .	and
2	5001	It did indeed fade a little then it began again more forcefully , until she thought she could hear words in her head .	She tried to make it go away , and .	but
0	11437	The text was mostly in latin .	Needed to be translated .	and
3	44738	To go to prison .	He could be the one to kill olivia when the time came .	if
4	33338	My mother was speaking with general harvey .	I led mr. monroe to her .	when
0	50510	I think you 're funny .	I think you 're smart .	and
3	152432	`` , i would have tried it before . '' .	I had known asking would make you so agreeable .	if
4	86326	There were more people than .	She stepped out of the room .	when
0	69827	He reached into the front seat .	Handed me some clean clothes - a pair of khakis several sizes too big and a t-shirt that hung almost to my knees .	and
1	154602	To meet your lackeys that have hidden inside the barrier .	Why you have empowered lucas .	because
1	72917	Adi had chosen to mark herself with it .	She was the miner who discovered it .	because
3	100501	He would be out .	She could be asked to wait for a minute .	if
3	73309	They were all at home .	The cars were any indicators .	if
2	83152	When jess opened her mouth , nothing came out .	She moved her lips as though she were singing .	but
0	136088	Each man held her by an arm .	Dragged her into the bogs of tilbury and out of sight of anyone who might be looking for survivors .	and
0	151401	We can have a quick breakfast .	Then hit the road .	and
2	45648	He would have loved to spend an hour under its hypnotic flow .	He knew better than to keep reuben waiting .	but
3	120805	It was that adam spoke plainly , yet there was a lot behind his words .	There was one thing i was learning .	if
2	37368	She swept at her burning eyes with her dirt-crusted hands .	It did her little good .	but
0	138295	It lasted over eight years .	Wells never missed a deadline .	and
4	80243	I found a disaster .	I went into the bathroom to clean up for work .	when
0	10801	The three men and the astronomer lowered their weapons .	Looked to one another for any sign of understanding for the lull .	and
0	155938	The men redressed and then the exercise was repeated .	The gun port hatches were hauled back into place .	and
0	8814	`` i was so close to living here forever , '' said ingrid with a sigh .	We made ourselves comfortable under a golden tree with rubies the size of apples hanging from its branches .	and
2	121081	Frowned at her mysterious tone .	Jo-jo smiled at me .	but
2	137895	She was babysitting a coffee mug .	The liquid inside was milky brown , with a pile of marshmallows floating on top .	but
4	69211	That 's . '' .	I saw the other couple in the room .	when
3	101650	So he could leap up .	Further developments required quick action .	if
3	51869	You can try it , and i 'll be your second chair . '' .	I win the motion .	if
0	1924	She writes in english .	She has great penmanship .	and
2	129398	I know hes not the best person in the world .	Hes been good to me and i think we can work it out .	but
0	98679	He laughed at himself .	I arched an eyebrow .	and
0	26538	The fourth could be kept worked if not bred .	- in thoroughbred as well as common lines , kennit - and .	and
2	12758	I peered cautiously over the gate .	Everything was still quiet and i climbed over and walked quickly along the track .	but
4	114942	They 're afraid of you .	Even now , now you 're almost as nutty as the rest of them .	when
4	104220	She 'd barely entered the room .	Her gaze locked with darling 's .	when
0	125618	What prissi has told him .	How she has died .	and
2	56283	It 's not a sick joke ? '' .	It 's going to sound like one , okay .	but
2	29225	She knew he 'd be furious .	She 'd risk the wrath of god to finish what she 'd started almost a decade .	but
1	26974	She would break down .	The strength of her spirit only served to highlight the weakness of mine .	because
